"Layered Navigation Indices were refreshed successfully","Layered Navigation Indices were refreshed successfully"
"Layered Navigation indexing queue cancelled","Layered Navigation indexing queue cancelled"
"Layered Navigation indexing queued","Layered Navigation indexing queued"
"Layered Navigation process queued to be killed","Layered Navigation process queued to be killed"
"Leave empty to use tax identifier","ปล่อยว่างเพื่อใชตัวระบุภาษี"
"Level","ระดับ"
"License","ใบอนุญาต"
"License URI","ใบอนุญาต URI"
"License:","ใบอนุญาต:"
"Lifetime Sales","ยอดขายตลอดระยะเวลาการใช้งานทั้งหมด"
"Links","เข้าสู่ระบบ"
"List (default) / Grid","List (default) / Grid"
"List only","List only"
"Load Template","โหลด เทมเพลต"
"Load default template","โหลดเทมเพลตเริ่มต้น"
"Load local Package","โหลดแพ็คเกจพื้นฐาน"
"Loading...","กำลังโหลด..."
"Local Server","เซิร์ฟเวอร์พื้นฐาน"
"Local/Remote Server","เซิร์ฟเวอร์แบบ Local/Remote"
"Locale","สถานที่"
"Log Out","ออกจากระบบ"
"Log in to Admin Panel","ลงทะเบียนเข้าสู่ระบบการจัดการ"
"Log into Magento Admin Page","เข้าสู่ระบบไปยังหน้าผูดูแลระบบ"
"Logged in as %s","เข้าสู่ระบบแล้วในนามของ %s"
"Login","ลงทะเบียน"
"MAJOR","สำคัญมาก"
"MINOR","ไม่สำคัญ"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - แผงควบคุมการจัดการ"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","ผู้ดูแล"
"Manage Currency Rates","จัดการอัตราสกุลเงิน"
"Manage Customers","จัดการลูกค้า"
"Manage Installed Extensions","จัดการติดตั้งประเภทไฟล์"
"Manage Ratings","จัดการการให้คะแนน"
"Manage Stores","จัดการร้านค้า"
"Manage osCommerce Orders","Manage osCommerce Orders"
"Manage osCommerce Profiles","Manage osCommerce Profiles"
"Matched expression","Matched expression"
"Max","สูงสุด"
"Maximum","มากที่สุด"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Merge Now","ผสานเดี๋ยวนี้"
"Messages Inbox","ข้อความในกล่องข้อความ"
"Min","น้อยที่สุด"
"Minimum","น้อยที่สุด"
"Month","เดือน"
"Most Viewed Products","สินค้าที่ดูมากที่สุด"
"Multiple Select","เลือกได้หลายอย่าง"
"My Account","บัญชีของฉัน"
"N/A","N/A"
"NOTICE","ข่าวสาร"
"Name","ชื่อ"
"Name on Card","ชื่อบนบัตร"
"Name on the Card: %s","ชื่อที่ปรากฏบนบัตร: %s"
"Name:","ชื่อ:"
"New Accounts","บัญชีใหม่"
"New Api Key","Api Key ใหม่"
"New Customers","ลูกค้าใหม่"
"New Email Template","เทมเพลตอีเมลล์ใหม่"
"New Extension","ส่วนขยาย ใหม่"
"New Item Type","ประเภทรายการใหม่"
"New Password","รหัสผ่านใหม่"
"New Profile","โปรไฟล์ใหม่"
"New Store View","มุมมองร้านค้าใหม่"
"New System Template","เทมเพลตระบบใหม่"
"New Tag","Tag ใหม่"
"New Template","เทมเพลตใหม่"
"New User","ผู้ใช้ใหม่"
"New Website","เว็บไซต์ใหม่"
"New admin password","รหัสผ่านใหม่ผู้ดูแลระบบ"
"Next month (hold for menu)","เดือนต่อไป (การควบคุมสำหรับเมนู)"
"Next page","หน้าต่อไป"
"Next year (hold for menu)","ปีต่อไป (การควบคุมสำหรับเมนู)"
"No","ไม่"
"No (price without tax)","ไม่ (ราคาไม่รวมภาษี)"
"No Data Found","ไม่พบข้อมูล"
"No Extensions Found","ไม่พบ ส่วนขยาย"
"No Templates Found","ไม่พบเทมเพลต"
"No change","ไม่มีการเปลี่ยนแปลง"
"No profile","ไม่มีโปรไฟล์"
"No profile loaded...","ไม่มีโปรๆฟล์ที่โหลดแล้ว..."
"No records found for this period.","ไม่พบข้อมูลในเวลานี้."
"No records found.","ไม่พบการบันทึก."
"No search keywords.","ไม่มีคำสำคัญในการค้นหา."
"No search modules registered","ไม่มีโมดูลการค้นหาที่ลงทะเบียนไว้"
"None","ไม่มีเลย"
"Note:","บันทึก:"
"Notes","บันทึก"
"Notes:","บันทึก:"
"Number of Orders","จำนวนของคำสั้งซื้อ"
"Number of Use","จำนวนที่ใช้"
"Number of Uses","จำนวนที่ใช้"
"Number of records:","จำนวนที่บันทึก:"
"Old rate:","อัตราเก่า:"
"One of options row has error","ข้อผิดพลาดหนึ่งในแถวของตัวเลือก"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","เฉพาะฟิลด์ที่แมปแล้ว"
"Optional","ตัวเลือก"
"Options","ตัวเลือก"
"Order #%s","คำสั่งซื้อ #%s"
"Order #%s (%s)","คำสั่งซื้อ #%s (%s)"
"Order Totals","คำสั่งซื้อทั้งหมด"
"Order confirmation email not sent","ยังไม่ได้ส่งอีเมล์ยืนยันคำสั่งซื้อ"
"Order confirmation email sent","ส่งอีเมล์ยืนยันคำสั่งซื้อแล้ว"
"Order not longer exist","ไม่พบคำสั่งซื้อนี้"
"Order not longer exist.","ไม่พบคำสั่งซื้อนี้."
"Orders","คำสั้งซื้อ"
"Original Magento attribute names in first row:","ชื่อคุณลักษณะแรกเริ่มของ magento ในแถวแรก:"
"PEAR Configuration was successfully saved","บันทึกการตั้งค่า PEAR แล้ว"
"PEAR Console","คอนโซล PEAR "
"PEAR config","ตั้งค่า PEAR"
"PHP Version","เวอร์ชัน PHP"
"Package","แพ็คเกจ"
"Package %s data was successfully loaded","โหลดแพ็คเกจข้อมูล %s แล้ว"
"Package Extensions","แพ็คเกจประเภทไฟล์"
"Package File Name","ชื่อแพ็คเกจไฟล์"
"Package Info","ข้อมูลแพ็คเกจ"
"Package Information","ข้อมูลแ็พ็คเกจ"
"Packages","แพ็คเกจ"
"Page","หน้า"
"Parent Product Thumbnail","ภาพตัวอย่างที่มาของสินค้า"
"Passive mode","โหมด Passive"
"Password","รหัสผ่าน"
"Password Confirmation","ยืนยันรหัสผ่าน"
"Password:","รหัสผ่าน:"
"Path","Path"
"Path:","Path:"
"PayPal Email","PayPal อีเมลล์"
"Payment Data Transfer (PDT)","ส่งข้อมูลการชำระเงิน (PDT)"
"Payment method instance is not available","ตัวอย่างวิธีการชำระเงินไม่สามารถใช้ได้"
"Payment method is not available","วิธีการชำระเงินไม่สามารถใช้ได้"
"Payment method must be specified","ต้องระบุวิธีชำระเงิน"
"Pending Tags","Tags ที่รอตรวจสอบ "
"Pending installation...","การติดตั้งที่รอตรวจสอบ..."
"Per Item","ต่อรายการ"
"Per Order","ต่อคำสั่งซื้อ"
"Percent"," เปอร์เซ็นต์"
"Performed At","แสดงที่"
"Period","ระยะเวลา"
"Permanent (301)","Permanent (301)"
"Permissions","สิทธิ์"
"Personal Information","ข้อมูลส่วนตัว"
"Phone:","โทรศัพท์:"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","กรุณายืนยันการเปลี่ยนไซต์ ข้อมูลทั้งหมดที่ไม่ได้บันทึกจะหายไป."
"Please enter 6 or more characters.","กรุณาใส่อย่างน้อย 6 ตัวอักษรหรือมากกว่า."
"Please enter a number greater than 0 in this field.","กรุณาใส่หมายเลขที่มากกว่า 0 ในฟิลด์นี้."
"Please enter a valid $ amount. For example $100.00.","กรุณาใส่จำนวนเงิน $ ที่ถูกต้อง ตัวอย่างเช่น $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","กรุณาใส่ URL ที่ถูกต้อง ตัวอย่างเช่น http://www.example.com หรือ www.example.com"
"Please enter a valid URL. http:// is required","กรุณาใส่ URL ที่ถูกต้อง โดยมี http://"
"Please enter a valid credit card number.","กรุณาใส่หมายเลขบัตรเครดิตที่ถูกต้อง."
"Please enter a valid date.","กรุณาใส่วันที่ที่ถูกต้อง."
"Please enter a valid email address. For example johndoe@domain.com.","กรุณาใส่อีเมลล์ที่ถูกต้อง ตัวอย่างเช่น johndoe@domain.com."
"Please enter a valid number in this field.","กรุณาใส่เลขที่ถูกต้องในฟิลด์นี้."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","กรุณาใส่หมายเลขโทรศัพท์ที่ถูกต้อง ตัวอย่างเช่น (123) 456-7890 หรือ 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","กรุณาใส่หมายเลขประกันสังคมที่ถูกต้อง ตัวอยางเช่น 123-45-6789."
"Please enter a valid value from list","กรุณาใส่ค่าที่ถูกต้องจากรายการ"
"Please enter a valid value, ex: 10,20,30","กรุณาใส่ค่าที่ถูกต้อง, ตัวอย่าง: 10,20,30"
"Please enter a valid zip code.","กรุณาใส่รหัสไปรษณีย์ที่ถูกต้อง."
"Please enter a valid zip code. For example 90602 or 90602-1234.","กรุณาใส่รหัสไปรษณีย์ที่ถูกต้อง ตัวอย่างเช่น 90602 หรือ 90602-1234."
"Please enter valid password.","กรุณาใส่รหัสผ่านที่ถูกต้อง."
"Please fill in 'email' field.","กรุณาใส่อีเมลล์."
"Please make sure that all global admin search modules are installed and activated.","กรุณาตรวจสอบให้แน่ใจว่าโมดูลการค้นหา Global Admin ทุกโมดูลถูกติดตั้งและเปิดการใช้งานอยู่."
"Please make sure that your changes were saved before running the profile.","โปรดตรวจสอบให้แน่ใจว่าคุณได้บันทึกการเปลี่ยนแปลงก่อนที่จะทำการรันโปรไฟล์."
"Please make sure your passwords match.","กรุณาตรวจสอบให้แน่ใจว่ารหัสผ่านของคุณตรงกัน."
"Please select State/Province.","กรุณาเลือกรัฐ/จังหวัด."
"Please select a custmer","กรุณาเลือกลูกค้า"
"Please select a store","กรุณาเลือกร้านค้า"
"Please select an option.","กรุณาเลือกตัวเลือก."
"Please select catalog searches","กรุณาเลือกประเภทค้นหา"
"Please select customer(s)","กรุณาเลือกลูกค้า"
"Please select one of the above options.","กรุณาเลือกหนึ่งในตัวเลือกด้านบน."
"Please select one of the options.","กรุณาเลือกตัวเลือกใดตัวเลือกหนึ่ง."
"Please select review(s)","กรุณาเลือกบทวิจารณ์(s)"
"Please select tag(s)","กรุณาเลือก tag(s)"
"Please specify admin custom URL","กรุณาระบุผู้ดูแลระบบ ปรับปรุง URL"
"Please specify at least start or end date.","กรุณาระบุอย่างน้อยวันที่เริ่มหรือสิ้นสุด."
"Please try to logout and sign in again.","โปรดลองเพื่อออกจากระบบและเข้าสู่ระบบอีกครั้ง."
"Please use in this field only ""a-z,0-9,_"".","กรุณาใช้เฉพาะตัวอักษร ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","กรุณาใช้เฉพาะตัวอักษร (a-z) ในฟิลด์นี้."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","กรุณาใช้เฉพาะตัวเลขในฟิลด์นี้ และห้ามเว้นวรรคหรือตัวอักษรอื่นเช่นจุดหรือเครื่องหมายจุลภาค."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","กรุณาใช้เฉพาะตัวอักษร (a-z) หรือตัวเลข (0-9) ในฟิลด์นี้ ห้ามเว้นวรรคหรือใช้อักขระอื่น."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","กรุณาใช้เฉพาะตัวอักษร (a-z) หรือตัวเลข (0-9) หรือเว้นวรรคและ # เท่านั้นในฟิลด์นี้."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","กรุณาเลือก format วันที่: dd/mm/yyyy ตัวอย่างเช่น 17/03/2006 สำหรับวันที่ 17 มีนาคม 2006."
"Please wait, loading...","โปรดรอสักครู่ กำลังโหลด..."
"Please wait...","กรุณารอสักครู่..."
"Please, add a few answers to this poll first","กรุณาเพิ่มคำตอบให้กับโพลนี้ก่อน"
"Please, select a store view","กรุณา, เลือกมุมมองร้านค้า"
"Please, select visible in stores to this poll first","กรุณา, เลือกให้แสดงในร้านคาให้กับโพลนี้้ก่อน"
"Poll Manager","การจัดการโพล"
"Poll was successfully deleted","ลบโพลแล้ว"
"Poll was successfully saved","บันทึกโพลแล้ว"
"Position of Watermark for %s","ตำแหน่งของลายน้ำสำหรับ %s"
"Preferred state","สภาพที่ดีกว่า"
"Preparing to change $pkg, please wait...","กำลังเตรียมการเปลี่ยนแปลง$pkg, โปรดรอสักครู่..."
"Prev. month (hold for menu)","เดือนก่อน (การควบคุมสำหรับเมนู)"
"Prev. year (hold for menu)","ปีก่อน (การควบคุมสำหรับเมนู)"
"Preview","แสดงตัวอย่าง"
"Preview Template","แสดงตัวอย่างเทมเพลต"
"Previous page","หน้าที่แล้ว"
"Price","ราคา"
"Price alert subscription was saved successfully","บันทึกการสมัครสมาชิกการแจ้งเตือนราคาแล้ว"
"Price:","ราคา:"
"Primary Billing Address","ที่อยู่หลักสำหรับออกใบเสร็จ"
"Processed <strong>%s%% %s/%d</strong> records","การดำเนินการรายการ <strong>%s%% %s/%d</strong> บันทึก"
"Product","สินค้า"
"Product Thumbnail Itself","ภาพตัวอย่างสินค้า"
"Product:","สินค้า:"
"Products","สินค้า"
"Profile Action","การกระทำโปรไฟล์"
"Profile Actions XML","การกระทำโปรไฟล์ XML"
"Profile Direction","การควบคุมโปรไฟล์"
"Profile History","ประวัติโปรไฟล์"
"Profile Information","ข้อมูลโปรไฟล์"
"Profile Name","ชื่อโปรไฟล์"
"Profile Wizard","โปรไฟล์ พิเศษ"
"Profile was deleted","ลบโปรไฟล์"
"Profile was successfully saved","บันทึกโปรไฟล์แล้ว"
"Profiles","โปรไฟล์"
"Promo","การโฆษณา"
"Promotions","โปรโมชั่น"
"Provided Files","เงื่อนไขไฟล์"
"Qty","จำนวน"
"Quantity","จำนวน"
"Queue Refresh","รีเฟรช คิว"
"Queued... Cancel","ยกเลิก คิว"
"Radio Buttons","Radio Buttons"
"Rates","อัตรา"
"Rating was successfully deleted","ลบการให้คะแนนแล้ว"
"Rating was successfully saved","บันทึกการให้คะแนนแล้ว"
"Read details","อ่านรายละเอียด"
"Rebuild","สร้างใหม่"
"Rebuild Catalog Index","สร้างแค็ตตาล็อกใหม่"
"Rebuild Flat Catalog Category","สร้างประเภท Flat Catalog ใหม่"
"Rebuild Flat Catalog Product","สร้าง Flat Catalog สินค้าใหม่"
"Recent Orders","คำสั่งซื้อล่าสุด"
"Recommended","แนะนำ"
"Recursive Dir","Recursive Dir"
"Redirect","เปลี่ยนเส้นทางใหม่"
"Refresh","รีเฟรช"
"Refresh Now*","รีเฟรช เดี๋ยวนี้*"
"Region/State","ภูมิภาค/รัฐ"
"Release","ออกวางจำหน่าย"
"Release Info","ข้อมูลออกวางจำหน่าย"
"Release Stability","ความเสถียรของการออกวางจำหน่าย"
"Release Version","เวอร์ชันที่ออกจำหน่าย"
"Remote Extension Info","ข้อมูลรีโมทส่วนขยาย"
"Remote FTP","Remote FTP"
"Remote URL:","Remote URL:"
"Remove","เอาออก"
"Reports","รายงาน"
"Request Path","Path ที่ต้องการ"
"Required","ต้องการ"
"Reset","รีเซ็ต"
"Reset Filter","รีเซ็ตการกรองใหม่"
"Resize","ลดขนาด"
"Resource Access","การเข้าถึงแหล่งที่มา"
"Resources","แหล่งที่มา"
"Results","ผลลัพธ์"
"Retrieve Password","เรียกข้อมูลรหัสผ่าน"
"Return Html Version","กลับไปเวอร์ชัน Html"
"Revenue","รายได้"
"Role","บทบาท"
"Role ID","รหัสบทบาท
"Role Info","ข้อมูลบทบาท"
"Role Information","ข้อมูลบทบาท"
"Role Name","ชื่อบทบาท"
"Role Resources","แหล่งที่มาของบทบาท"
"Role Scopes","ขอบเขตบทบาท"
"Role Users","บทบาทผู้ใช้"
"Role successfully deleted.","ลบบทบาทแล้ว."
"Role successfully saved.","บันทึกบทบาทแล้ว."
"Roles","บทบาท"
"Roles Resources","แหล่งที่มาของบทบาท"
"Rotate CCW","หมุน CCW"
"Rotate CW","หมุน CW"
"Run","ดำเนินการ"
"Run Profile","ดำเนินการโปรไฟล์"
"Run Profile In Popup","ดำเนินการโปรไฟล์ในป็อบอัพ"
"Run Profile Inside This Window","ดำเนินการโปรไฟล์ในหน้าต่างนี้"
"Run in popup","ดำเนินการในป็อบอัพ"
"Running... Kill","Running... Kill"
"Running:","กำลังดำเนินการ:"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Invalid or self-signed certificate"
"Sales Report","รายงานยอดขาย"
"Samples","ตัวอย่าง"
"Save","บันทึก"
"Save & Generate","Save & Generate"
"Save & Send Email","บันทึกและส่งอีเมลล์"
"Save Account","บันทึกบัญชี"
"Save And Continue Edit","บันทึกและแก้ไขต่อไป"
"Save As...","Save As..."
"Save Config","บันทึกการตั้งค่า"
"Save Currency Rates","บันทึกอัตราแลกเปลี่ยน"
"Save PEAR Config","บันทึกการตั้งค่า PEAR"
"Save Profile","บันทึกโปรไฟล์"
"Save Role","บันทึกบทบาท"
"Save Template","บันทึกเทมเพลต"
"Save User","บันทึกผู้ใช้"
"Save and Continue Editing","บันทึกและดำเนินการแก้ไขต่อไป"
"Save cache settings","บันทึกการตั้งค่าแคช"
"Save data and Create Package","บันทึกข้อมูลและสร้างแพ็คเกจ"
"Save package with custom package file name","บันทึกแพ็คเกจที่กำหนดชื่อไฟล์แพ็คเกจเอง"
"Schedule Merge","Schedule Merge"
"Search","ค้นหา"
"Search Index","Search Index"
"Search Index rebuild error. Please try again later","ดัชนีการค้นหาที่สร้างใหม่ข้อผิดพลาด. โปรดลองอีกครั้งภายหลัง"
"Search Index was rebuilt successfully","ดัชนีการค้นหาได้ถูกสร้างใหม่ได้สำเร็จ"
"Search Term","คำที่ใช้ค้นหา"
"Search Terms","คำที่ใช้ค้นหา"
"Select","เลือก"
"Select All","เลือกทั้งหมด"
"Select Category","Select Category"
"Select Date","เลือกวันที่"
"Select Range","เลือกลำดับ"
"Select Visible","เลือกให้แสดง"
"Select date","Select date"
"Select website to map","เลือกเว็บไซต์ไปยังแผนที่"
"Selected allow currency ""%s"" is not available in installed currencies","Selected allow currency ""%s"" is not available in installed currencies"
"Selected base currency is not available in installed currencies","Selected base currency is not available in installed currencies"
"Selected default display currency is not available in allowed currencies","Selected default display currency is not available in allowed currencies"
"Selected default display currency is not available in installed currencies","Selected default display currency is not available in installed currencies"
"Sender","ผู้ส่ง"
"Separate email","อีเมลล์เฉพาะบุคคล"
"Shipment #%s comment added","เพิ่มข้อคิดเห็นการส่งสินค้า #%s"
"Shipment #%s created","สร้างการส่งสินค้า #%s"
"Shipment Comments","ข้อคิดเห็นการส่งสินค้า"
"Shipment History","ประวัติการส่งสินค้า"
"Shipment was successfully created.","สร้างการส่งสินค้าเรียบร้อยแล้ว."
"Shipment was successfully sent.","ส่งสินค้าเรียบร้อยแล้ว."
"Shipping","การส่งสินค้า"
"Shipping Address","ที่อยู่ในการส่งสินค้า"
"Shipping Price","ราคาการส่งสินค้า"
"Shipping address","ที่อยู่ในการส่งสินค้า"
"Shipping address selection is not applicable","การเลือกที่อยู่การส่งสินค้าไม่สามารถปฏิบัติได้"
"Shipping method must be specified","ต้องระบุวิธีการส่งสินค้า"
"Shipping method selection is not applicable","การเลือกวิธีการส่งสินค้าไม่สามารถปฏิบัติได้"
"Shipping origin","ต้นทางการขนส่ง"
"Shopping Cart from %s","รถเข็นซื้อสินค้าจาก %s"
"Show Report for","แสดงรายงานสำหรับ"
"Show by","แสดงโดย"
"Show reviews","แสดงบทวิจารณ์"
"Sitemap Information","ข้อมูล Sitemap"
"Size for %s","ขนาดสำหรับ %s"
"Skip category selection","Skip category selection"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","บางรายการในคำสั่งซื้อนี้ ใบส่งสินค้าและประเภทการส่งสินค้าแตกต่างกัน. คุณสามารถสร้างการส่งสินค้าเพียงเท่านั้นภายหลังการสร้างใบส่งสินค้าถูกสร้าง."
"Some of the ordered items don\'t exist in the catalog anymore and will be removed if you try to edit the order.","บางออเดอร์ไม่มีอยู่ในประเภท และอาจถูกย้ายออกไป ถ้าคุณพยายามแก้ไขออเดอร์."
"Sorry, this feature is coming soon...","ขออภัย ความสามารถนี้ยังใช้งานไม่ได้ขณะนี้..."
"Sort Order","จัดเรียงรายการ"
"Specific Countries","ประเทศที่ระบุ"
"Spreadsheet Name:","ชื่อ Spreadsheet:"
"Stability","ความเสถียร"
"Staging Store: ","Staging Store: "
"Staging Website - Merge Configuration","Staging Website - Merge Configuration"
"Staging Website: ","Staging Website: "
"Start Date","วันที่เริ่มต้น"
"Starting profile execution, please wait...","เริ่มการ execution โปรไฟล์กรุณารอสักครู่..."
"State/Province:","รัฐ/จังหวัด:"
"Status","สถานะ"
"Status:","สถานะ:"
"Stock Quantity:","จำนวนสินค้าในร้าน:"
"Stock notification was saved successfully","บันทึกการแจ้งเตือนคัลงสินค้าแล้ว"
"Store","ร้านค้า"
"Store Credit","เครดิตร้าน "
"Store Email Addresses Section","Store Email Addresses Section"
"Store View","มุมมองร้านค้า"
"Store:","ร้านค้า:"
"Store: ","ร้านค้า: "
"Subject","เรื่อง"
"Submit","ยืนยัน"
"Subpackage","แพ็คเกจย่อย"
"Subpackage can't be conflicting","แพ็คเกจย่อยไม่สามารถ conflicting"
"Subpackages","แพ็คเกจย่อย"
"Subtotal","รวม"
"Subtotal Amount","จำนวนรวม"
"Summary","สรุป"
"Summary:","สรุป:"
"Switch/Solo Only","Switch/Solo เท่านั้น"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"System","ระบบ"
"System Section","System Section"
"Tag was successfully deleted","ลบ  Tag แล้ว"
"Tag was successfully saved","บันทึก Tag แล้ว"
"Tags","Tags"
"Target Path","Path เป้าหมาย"
"Tax","ภาษี"
"Tb","Tb"
"Template","เทมเพลต"
"Template Content","เนื้อหาเทมเพลต"
"Template Information","ข้อมูลเทมเพลต"
"Template Name","ชื่อเทมเพลต"
"Template Subject","หัวข้อเทมเพลต"
"Template Type","ประเภทของเทมเพลต"
"Temporary (302)","Temporary (302)"
"Text","ข้อความ"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","สามารถแตกไฟล์เอกสารด้วย<a href=""%s"">%s</a>บนระบบ วินโดว์"
"The information in this tab has been changed.","ข้อมูลในแท็บนี้ถูกเปลี่ยนแปลงแล้ว."
"This account is","บัญชีผู้ใช้นี้"
"This account is inactive.","บัญชีนี้ไม่มีการใช้งาน."
"This attribute set don\'t have attributes which we can use for configurable product","ไม่มีคุณลักษณะที่เซ็ต แต่พวกเราใช้สำหรับสินค้าที่สามารถแก้ไขได้"
"This attribute shares the same value in all the stores","คุณลักษณะนี้ใช้ค่าร่วมกันในทุกร้านค้า"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","นี่คือตัวอย่างร้านค้า. สินค้าใดๆที่สั่งซื้อผ่านทางร้านนี้จะไม่ได้การยืนยัน."
"This is a required field.","ต้องการข้อมูลในช่องนี้."
"This product is currently disabled","This product is currently disabled"
"This section is not allowed.","section นี้ไม่อนุญาต."
"This tab contains invalid data. Please solve the problem before saving.","แท็บนี้มีข้อมูลที่ไม่ถูกต้อง กรุณาแก้ไขปัญหาก่อนบันทึกข้อมูล."
"This user no longer exists","ไม่พบผู้ใช้ท่านนี้"
"Thumbnail","ภาพตัวอย่าง"
"Time","เวลา"
"Time selection:","Time selection:"
"Time:","เวลา:"
"To","ถึง"
"Toggle Editor","ตัวแก้ไข Toggle"
"Tools","เครื่องมือ"
"Top 5 Search Terms","คำค้นหา 5 อันดับสูงสุด"
"Total","ทั้งหมด"
"Total %d records found","ค้นพบทั้งหมด %d รายการ "
"Total Amount","จำนวนทั้งหมด"
"Total Invoiced","ใบแจ้งราคาสินค้าทั้งหมด"
"Total Order Amount","จำนวนคำสั่งซื้อทั้งหมด"
"Total Refunded","จำนวนเงินที่คืนทั้งหมด"
"Total of %d record(s) were successfully deleted","ลบรายการทั้งสิ้น %d รายการแล้ว"
"Total of %d record(s) were successfully updated","ปรับปรุงรายการทั้งสิ้น %d รายการแล้ว"
"Track order","ติดตามคำสั่งซื้อ"
"Track this shipment","ติดตามการส่งสินค้าชุดนี้"
"Tracking number %s for %s assigned","กำหนดหมายเลขติดตาม %s สำหรับ %s แล้ว"
"Tracking number can not be empty.","กำหนดหมายเลขติดตาม ห้ามว่าง."
"Transactional Emails","อีเมลล์ธุรกรรม"
"Type","ประเภท"
"Type:","ประเภท:"
"URL Rewrite Information","ข้อมูล URL ที่เขียนใหม่"
"URL Rewrite Management","การจัดการ URL ที่เขียนใหม่"
"URL Rewrite has been successfully deleted","URL ที่เขียนใหม่ได้รับการลบออก"
"URL Rewrite has been successfully saved","URL ที่เขียนใหม่ได้รับการบันทึก"
"Unable to find a poll to delete","ไม่พบโพลที่ต้องการลบ"
"Unable to find a tag to delete","ไม่พบ tag  ที่ต้องการลบ"
"Unable to find a user to delete","ไม่พบผู้ใช้ที่จะลบ"
"Unable to initialize import model","ไม่สามารถเริ่มนำเข้าโมเดล"
"Unable to save Cron expression","Unable to save Cron expression"
"Uninstall","ยกเลิกการติดตั้ง"
"Uninstalling $pkg, please wait...","กำลังยกเลิกการติดตั้ง $pkg โปรดรอสักครู่..."
"Uninstalling selected packages, please wait...","กำลังยกเลิกการติดตั้งแพ็คเกจที่เลือก โปรดรอสักครู่..."
"Unknown","ไม่รู้จัก"
"Unknown error","ไม่รู้จักข้อผิดพลาด"
"Unlimited","ไม่จำกัด"
"Unselect All","ไม่เลือกทั้งหมด"
"Unselect Visible","ไม่เลือกให้แสดง"
"Update","ปรับปรุง"
"Updated At","ปรับปรุงเมื่อ"
"Upgrade","อัฟเกรด"
"Upgrade All Available Packages","อัพเกรดทุกแพ็คเกจที่สามารถใช้ได้"
"Upgrade all available packages","อัพเกรดทุกแพ็คเกจที่สามารถใช้ได้"
"Upgrade all packages","อัพเกรดทุกแพ็คเกจ"
"Upgrading $pkg, please wait...","กำลังอัพเกรด $pkg โปรดรอสักครู่..."
"Upgrading all available packages, please wait...","กำลังอัพเกรดทุกแพ็คเกจที่ใช้ได้ โปรดรอสักครู่..."
"Upgrading all packages, please wait...","กำลังอัพเกรดทุกแพ็คเกจ โปรดรอสักคร..."
"Upgrading selected packages, please wait...","กำลังอัพเกรดแพ็คเกจที่เลือก โปรดรอสักครู่..."
"Upload File","อัพโหลดไฟล์"
"Upload Files","อัพโหลดไฟล์"
"Upload HTTP Error","เกิดความผิดพลาดในการอัพโหลด HTTP"
"Upload I/O Error","พบข้อผิดพลาดในการอัพโหลด I/O"
"Upload Local File","อัพโหลดไฟล์โลคอล"
"Upload Security Error","อัพโหลดข้อผิดพลาดความปลอดภัย"
"Upload and Install","อัพโหลดและติดตั้ง"
"Upload import file","อัพโหลดไฟล์ที่นำเข้า"
